"Lender name","University","Country / Main Campus","Criteria","Source","Courses","_RowNumber","_UniversityOriginal","_CountryOriginal","_UniversityNorm","_CountryNormOriginal","_CountryNormProposed","_ChangedUniversity","_ChangedCountry","_CountryConfidence","_CountryBreakdown"
"Bank of India","University of Texas San Antonio","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6321","University of Texas San Antonio","United States of America","university of texas san antonio","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Texas Southwestern Medical Center at Dallas","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6322","University of Texas Southwestern Medical Center at Dallas","United States of America","university of texas southwestern medical center at dallas","united states of america","united states of america","False","False","medium","united states of america:2"
"Mpower","University of Texas Southwestern Medical Center at Dallas","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6323","University of Texas Southwestern Medical Center at Dallas","United States of America","university of texas southwestern medical center at dallas","united states of america","united states of america","False","False","medium","united states of america:2"
"Bank of India","University of Texas Tyler","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6324","University of Texas Tyler","United States of America","university of texas tyler","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of the Aegean","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6325","University of the Aegean","United States of America","university of the aegean","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of the Arts London","United Kingdom","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6326","University of the Arts London","United Kingdom","university of the arts london","united kingdom","united kingdom","False","False","high","united kingdom:1"
"Bank of India","University of the Free State","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6327","University of the Free State","United States of America","university of the free state","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of the Highlands and Islands","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6328","University of the Highlands and Islands","United States of America","university of the highlands and islands","united states of america","united states of america","False","False","high","united states of america:1"
"Mpower","University of the Incarnate Word","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6329","University of the Incarnate Word","United States of America","university of the incarnate word","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of the Pacific","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6330","University of the Pacific","United States of America","university of the pacific","united states of america","united states of america","False","False","medium","united states of america:2"
"Mpower","University of the Pacific","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6331","University of the Pacific","United States of America","university of the pacific","united states of america","united states of america","False","False","medium","united states of america:2"
